Accession,First,FirstProbability,Second,SecondProbability,Third,ThirdProbability,Fourth,FourthProbability,FinalResult,accepted_name,other_names
E1CJK2,3,0.992884397506714,1,0.7317654490470886,1,0.9884953498840332,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
E1CJK1,3,0.993238091468811,1,0.7409847974777222,1,0.9908093214035034,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
E1CJK0,3,0.996320366859436,1,0.8487393856048584,1,0.991428554058075,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
D9N4H4,3,0.9923782348632812,1,0.9091061353683472,1,0.9846397638320924,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
D9N4H3,3,0.9963321089744568,1,0.8772442936897278,1,0.9823405742645264,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A8PX55,3,0.9985595345497132,1,0.8789249062538147,1,0.9844380021095276,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A0A0K0VF36,3,0.9985417127609252,1,0.8486501574516296,1,0.9855222702026368,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A8PUY7,3,0.9985002279281616,1,0.8405983448028564,1,0.9820888042449952,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A8QCW4,3,0.9971386194229126,1,0.8856444358825684,1,0.9859495759010316,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A8PUY5,3,0.9982149600982666,1,0.8896009922027588,1,0.9841146469116212,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A8PX35,3,0.9977245926856996,1,0.8705240488052368,1,0.9871881008148192,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A0A3G2S5J6,3,0.9957491159439088,1,0.7260152101516724,1,0.991066038608551,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
E5D8F2,3,0.9959545135498048,1,0.5889152884483337,1,0.465108573436737,3.1.1.4,1.0,3.1.1.4,phospholipase A2,lecithinase A; phosphatidase; phosphatidolipase; phospholipase A
A8PUY1,3,0.9978996515274048,1,0.8646999597549438,1,0.9853485226631165,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
I1RPD9,3,0.9983510971069336,1,0.828233540058136,1,0.9845288395881652,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A8PUY3,3,0.9983678460121156,1,0.8793491125106812,1,0.9821078181266784,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A0A8R9Z3C6,3,0.9985758066177368,1,0.8521883487701416,1,0.9852219223976136,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A0A3G2S8R6,3,0.997633457183838,1,0.834507405757904,1,0.991241455078125,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
A0A0K0VEZ4,3,0.9971025586128236,1,0.8646371960639954,1,0.987074613571167,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A0A8R9YVA6,3,0.9958441853523254,1,0.7248802185058594,1,0.9906485676765442,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
Q5XTQ4,3,0.9986005425453186,1,0.7540638446807861,1,0.9931140542030334,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
Q2VG90,3,0.99614679813385,1,0.8708861470222473,1,0.9848602414131165,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
P9WEM6,3,0.9978309273719788,1,0.8634435534477234,1,0.9813848733901978,3.1.1.73,1.0,3.1.1.73,feruloyl esterase,ferulic acid esterase; hydroxycinnamoyl esterase; hemicellulase accessory enzyme; FAE-III; cinnamoyl ester hydrolase; FAEA; cinnAE; FAE-I; FAE-II
P0DX85,3,0.9983295798301696,1,0.7330766916275024,1,0.9897043108940125,3.1.1.32,1.0,3.1.1.32,phospholipase A1,
A0A8R9YZM7,3,0.997139573097229,1,0.8621268272399902,1,0.9868955016136168,3.1.1.3,1.0,3.1.1.3,triacylglycerol lipase,lipase (ambiguous); butyrinase; tributyrinase; Tween hydrolase; steapsin; triacetinase; tributyrin esterase; Tweenase; amno N-AP; Takedo 1969-4-9; Meito MY 30; Tweenesterase; GA 56; capalase L; triglyceride hydrolase; triolein hydrolase; tween-hydrolyzing esterase; amano CE; cacordase; triglyceridase; triacylglycerol ester hydrolase; amano P; amano AP; PPL; glycerol-ester hydrolase; GEH; meito Sangyo OF lipase; hepatic lipase; lipazin; post-heparin plasma protamine-resistant lipase; salt-resistant post-heparin lipase; heparin releasable hepatic lipase; amano CES; amano B; tributyrase; triglyceride lipase; liver lipase; hepatic monoacylglycerol acyltransferase; PNLIP (gene name); LIPF (gene name)
A6K136,3,0.9989137649536132,1,0.8904301524162292,3,0.9841477870941162,3.1.3.16,1.0,3.1.3.16,protein-serine/threonine phosphatase,phosphoprotein phosphatase (ambiguous); protein phosphatase-1; protein phosphatase-2A; protein phosphatase-2B; protein phosphatase-2C; protein D phosphatase; phosphospectrin phosphatase; casein phosphatase; Aspergillus awamori acid protein phosphatase; calcineurin; phosphatase 2A; phosphatase 2B; phosphatase II; phosphatase IB; phosphatase C-II; polycation modulated (PCM-) phosphatase; phosphopyruvate dehydrogenase phosphatase; phosphatase SP; branched-chain alpha-keto acid dehydrogenase phosphatase; BCKDH phosphatase; 3-hydroxy 3-methylglutaryl coenzymeA reductase phosphatase; HMG-CoA reductase phosphatase; phosphatase H-II; phosphatase III; phosphatase I; protein phosphatase; phosphatase IV; phosphoprotein phosphohydrolase
Q7S9V5,3,0.995520830154419,1,0.7106083631515503,3,0.9932305812835692,3.1.3.2,1.0,3.1.3.2,acid phosphatase,acid phosphomonoesterase; phosphomonoesterase; glycerophosphatase; acid monophosphatase; acid phosphohydrolase; acid phosphomonoester hydrolase; uteroferrin; acid nucleoside diphosphate phosphatase; orthophosphoric-monoester phosphohydrolase (acid optimum)
Q6YNE9,3,0.9959968328475952,1,0.7906794548034668,3,0.988436222076416,3.1.3.2,1.0,3.1.3.2,acid phosphatase,acid phosphomonoesterase; phosphomonoesterase; glycerophosphatase; acid monophosphatase; acid phosphohydrolase; acid phosphomonoester hydrolase; uteroferrin; acid nucleoside diphosphate phosphatase; orthophosphoric-monoester phosphohydrolase (acid optimum)
A0A1D8PS71,3,0.999170184135437,1,0.8661665916442871,3,0.9930803179740906,3.1.3.2,1.0,3.1.3.2,acid phosphatase,acid phosphomonoesterase; phosphomonoesterase; glycerophosphatase; acid monophosphatase; acid phosphohydrolase; acid phosphomonoester hydrolase; uteroferrin; acid nucleoside diphosphate phosphatase; orthophosphoric-monoester phosphohydrolase (acid optimum)
Q6UAV6,3,0.99833881855011,1,0.3573835492134094,21,0.7254179120063782,3.1.21.4,1.0,3.1.21.4,type II site-specific deoxyribonuclease,type II restriction enzyme
Q8W5V1,3,0.9977065324783324,1,0.4271629154682159,21,0.7527223229408264,3.1.21.4,1.0,3.1.21.4,type II site-specific deoxyribonuclease,type II restriction enzyme
F0NEL5,3,0.9964497089385986,1,0.9345272183418274,21,0.9940316081047058,3.1.21.10,1.0,3.1.21.10,crossover junction endodeoxyribonuclease,Hje endonuclease; Holliday junction endonuclease CCE1; Holliday junction resolvase; Holliday junction-cleaving endonuclease; Holliday junction-resolving endoribonuclease; RusA Holliday junction resolvase; RusA endonuclease; RuvC endonuclease; SpCCe1 Holliday junction resolvase; crossover junction endoribonuclease; cruciform-cutting endonuclease; endo X3; endonuclease RuvC; endonuclease VII; endonuclease X3; resolving enzyme CCE1
Q77WP1,3,0.9985289573669434,1,0.4499497711658478,21,0.7905254364013672,3.1.21.4,1.0,3.1.21.4,type II site-specific deoxyribonuclease,type II restriction enzyme
Q4J8L0,3,0.9959723353385924,1,0.9221382737159728,21,0.9939170479774476,3.1.21.10,1.0,3.1.21.10,crossover junction endodeoxyribonuclease,Hje endonuclease; Holliday junction endonuclease CCE1; Holliday junction resolvase; Holliday junction-cleaving endonuclease; Holliday junction-resolving endoribonuclease; RusA Holliday junction resolvase; RusA endonuclease; RuvC endonuclease; SpCCe1 Holliday junction resolvase; crossover junction endoribonuclease; cruciform-cutting endonuclease; endo X3; endonuclease RuvC; endonuclease VII; endonuclease X3; resolving enzyme CCE1
Q4J834,3,0.996606707572937,1,0.974856734275818,21,0.9961400628089904,3.1.21.10,1.0,3.1.21.10,crossover junction endodeoxyribonuclease,Hje endonuclease; Holliday junction endonuclease CCE1; Holliday junction resolvase; Holliday junction-cleaving endonuclease; Holliday junction-resolving endoribonuclease; RusA Holliday junction resolvase; RusA endonuclease; RuvC endonuclease; SpCCe1 Holliday junction resolvase; crossover junction endoribonuclease; cruciform-cutting endonuclease; endo X3; endonuclease RuvC; endonuclease VII; endonuclease X3; resolving enzyme CCE1
A0A1D8PJA8,3,0.9985030889511108,2,0.9318386316299438,1,0.9383083581924438,3.2.1.39,1.0,3.2.1.39,"glucan endo-1,3-beta-D-glucosidase","endo-1,3-beta-glucanase; laminarinase; laminaranase; oligo-1,3-glucosidase; endo-1,3-beta-glucanase; callase; beta-1,3-glucanase; kitalase; 1,3-beta-D-glucan 3-glucanohydrolase; endo-(1,3)-beta-D-glucanase; (1->3)-beta-glucan 3-glucanohydrolase; endo-1,3-beta-D-glucanase; endo-1,3-beta-glucosidase; 1,3-beta-D-glucan glucanohydrolase"
Q7Y3F1,3,0.9973520040512084,2,0.7929513454437256,1,0.8180910348892212,3.2.1.102,1.0,3.2.1.102,"blood-group-substance endo-1,4-beta-galactosidase","endo-beta-galactosidase (ambiguous); blood-group-substance 1,4-beta-D-galactanohydrolase"
P0DX71,3,0.9984153509140016,2,0.3642456233501434,2,0.8939666152000427,3.2.2.26,1.0,3.2.2.26,futalosine hydrolase,futalosine nucleosidase; MqnB (ambiguous)
P0DX75,3,0.9984153509140016,2,0.3642456233501434,2,0.8939666152000427,3.2.2.26,1.0,3.2.2.26,futalosine hydrolase,futalosine nucleosidase; MqnB (ambiguous)
A0A2J6RX17,3,0.9956436157226562,2,0.4597793519496918,2,0.8625708222389221,3.2.2.6,1.0,3.2.2.6,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,NAD+ nucleosidase; NADase (ambiguous); DPNase (ambiguous); DPN hydrolase (ambiguous); NAD hydrolase (ambiguous); nicotinamide adenine dinucleotide nucleosidase (ambiguous); NAD glycohydrolase (misleading); NAD nucleosidase (ambiguous); nicotinamide adenine dinucleotide glycohydrolase (misleading); CD38 (gene name); BST1 (gene name)
A0A2R8QP51,3,0.998993456363678,4,0.7563594579696655,0,0.97407329082489,3.4.14.5,1.0,3.4.14.5,dipeptidyl-peptidase IV,dipeptidyl aminopeptidase IV; Xaa-Pro-dipeptidyl-aminopeptidase; Gly-Pro naphthylamidase; postproline dipeptidyl aminopeptidase IV; lymphocyte antigen CD26; glycoprotein GP110; dipeptidyl peptidase IV; glycylproline aminopeptidase; X-prolyl dipeptidyl aminopeptidase; pep X; leukocyte antigen CD26; glycylprolyl dipeptidylaminopeptidase; dipeptidyl-peptide hydrolase; glycylprolyl aminopeptidase; dipeptidyl-aminopeptidase IV; DPP IV/CD26; amino acyl-prolyl dipeptidyl aminopeptidase; T cell triggering molecule Tp103; X-PDAP
D2SNF7,3,0.8422529101371765,4,0.4055876135826111,11,0.2208553701639175,3.4.11.9,1.0,3.4.11.9,Xaa-Pro aminopeptidase,proline aminopeptidase; aminopeptidase P; aminoacylproline aminopeptidase; X-Pro aminopeptidase
O83033,3,0.9251017570495604,4,0.4537699520587921,11,0.2204468846321106,3.4.11.9,1.0,3.4.11.9,Xaa-Pro aminopeptidase,proline aminopeptidase; aminopeptidase P; aminoacylproline aminopeptidase; X-Pro aminopeptidase
F8VPU6,3,0.9990155696868896,4,0.6445111632347107,19,0.9866315722465516,3.4.19.12,1.0,3.4.19.12,ubiquitinyl hydrolase 1,ubiquitin C-terminal hydrolase; yeast ubiquitin hydrolase
P0DX88,3,0.9994175434112548,4,0.4292391538619995,19,0.380722314119339,3.4.19.15,1.0,3.4.19.15,desampylase,SAMP-protein conjugate cleaving protease; HvJAMM1
N0A3C0,3,0.9982106685638428,4,0.6887714862823486,21,0.7867807149887085,3.4.21.90,1.0,3.4.21.90,togavirin,Sindbis virus protease; Sindbis virus core protein; NsP2 proteinase
P0DX83,3,0.999624490737915,4,0.4949035942554474,21,0.3253066837787628,3.4.21.43,1.0,3.4.21.43,classical-complement-pathway C3/C5 convertase,"C3 convertase; C_overbar_42_; C4b,2a; C5 convertase; C_overbar_423_; C4b,2a,3b; C42; C423; complement C.hivin.4.hivin2; complement C3 convertase"
Q8IIL0,3,0.9958817958831788,4,0.8949610590934753,22,0.9775115251541138,3.4.22.50,1.0,3.4.22.50,V-cath endopeptidase,AcNPV protease; BmNPV protease; NPV protease; baculovirus cathepsin; nucleopolyhedrosis virus protease; viral cathepsin
Q8I6U5,3,0.9955631494522096,4,0.8875792026519775,22,0.985862135887146,3.4.22.50,1.0,3.4.22.50,V-cath endopeptidase,AcNPV protease; BmNPV protease; NPV protease; baculovirus cathepsin; nucleopolyhedrosis virus protease; viral cathepsin
Q8I6U4,3,0.9953321814537048,4,0.8935338258743286,22,0.9838448166847228,3.4.22.50,1.0,3.4.22.50,V-cath endopeptidase,AcNPV protease; BmNPV protease; NPV protease; baculovirus cathepsin; nucleopolyhedrosis virus protease; viral cathepsin
Q887C9,3,0.4536079466342926,4,0.7232782244682312,22,0.4841695427894592,3.4.22.45,1.0,3.4.22.45,helper-component proteinase,HC-Pro
A6YQT5,3,0.997387945652008,4,0.8145209550857544,22,0.6628381609916687,3.4.22.36,1.0,3.4.22.36,caspase-1, interleukin 1beta-converting enzyme; protease VII; protease A; interleukin 1beta precursor proteinase; interleukin 1 converting enzyme; interleukin 1beta-converting endopeptidase; interleukin-1beta convertase; interleukin-1beta converting enzyme; interleukin-1beta precursor proteinase; prointerleukin 1beta protease; precursor interleukin-1beta converting enzyme; pro-interleukin 1beta proteinase; ICE
A0A509APV9,3,0.996682107448578,4,0.8995891809463501,22,0.97680002450943,3.4.22.50,1.0,3.4.22.50,V-cath endopeptidase,AcNPV protease; BmNPV protease; NPV protease; baculovirus cathepsin; nucleopolyhedrosis virus protease; viral cathepsin
D5LJN4,3,0.9977067708969116,6,0.7689946889877319,4,0.9979283809661864,3.6.4.12,1.0,3.6.4.12,DNA helicase,3' to 5' DNA helicase; 3'-5' DNA helicase; 3'-5' PfDH; 5' to 3' DNA helicase; AvDH1; BACH1 helicase; BcMCM; BLM protein; BRCA1-associated C-terminal helicase; CeWRN-1; Dbp9p; DmRECQ5; DNA helicase 120; DNA helicase A; DNA helicase E; DNA helicase II; DNA helicase III; DNA helicase RECQL5beta; DNA helicase VI; dnaB (gene name); DnaB helicase E1; helicase HDH IV; Hel E; helicase DnaB; helicase domain of bacteriophage T7 gene 4 protein helicase; PcrA helicase; UvrD; hHcsA; Hmi1p; hPif1; MCM helicase; MCM protein; MER3 helicase; MER3 protein; MPH1; PcrA; PDH120; PfDH A; Pfh1p; PIF1 
M5AAG8,3,0.9699440002441406,6,0.7040379643440247,4,0.9714674949645996,3.6.4.12,1.0,3.6.4.12,DNA helicase,3' to 5' DNA helicase; 3'-5' DNA helicase; 3'-5' PfDH; 5' to 3' DNA helicase; AvDH1; BACH1 helicase; BcMCM; BLM protein; BRCA1-associated C-terminal helicase; CeWRN-1; Dbp9p; DmRECQ5; DNA helicase 120; DNA helicase A; DNA helicase E; DNA helicase II; DNA helicase III; DNA helicase RECQL5beta; DNA helicase VI; dnaB (gene name); DnaB helicase E1; helicase HDH IV; Hel E; helicase DnaB; helicase domain of bacteriophage T7 gene 4 protein helicase; PcrA helicase; UvrD; hHcsA; Hmi1p; hPif1; MCM helicase; MCM protein; MER3 helicase; MER3 protein; MPH1; PcrA; PDH120; PfDH A; Pfh1p; PIF1 
Q8IBN8,3,0.9993064403533936,6,0.6309068202972412,4,0.9410539865493774,3.6.4.13,1.0,3.6.4.13,RNA helicase,CSFV NS3 helicase; DBP2; DbpA; DDX17; DDX25; DDX3; DDX3X; DDX3Y; DDX4; DDX5; DEAD-box protein DED1; DEAD-box RNA helicase; DEAH-box protein 2; DEAH-box RNA helicase; DED1; Dex(H/D) RNA helicase; EhDEAD1; EhDEAD1 RNA helicase; eIF4A helicase; KOKV helicase; Mtr4p; nonstructural protein 3 helicase; NPH-II; RHA; RNA helicase A; RNA helicase DDX3; RNA helicase Hera; RNA-dependent ATPase; TGBp1 NTPase/helicase domain; VRH1; GRTH/DDX25
Q74M79,3,0.8486195206642151,6,0.7016234993934631,4,0.9982957243919371,3.6.4.13,1.0,3.6.4.13,RNA helicase,CSFV NS3 helicase; DBP2; DbpA; DDX17; DDX25; DDX3; DDX3X; DDX3Y; DDX4; DDX5; DEAD-box protein DED1; DEAD-box RNA helicase; DEAH-box protein 2; DEAH-box RNA helicase; DED1; Dex(H/D) RNA helicase; EhDEAD1; EhDEAD1 RNA helicase; eIF4A helicase; KOKV helicase; Mtr4p; nonstructural protein 3 helicase; NPH-II; RHA; RNA helicase A; RNA helicase DDX3; RNA helicase Hera; RNA-dependent ATPase; TGBp1 NTPase/helicase domain; VRH1; GRTH/DDX25
Q9V3I2,3,0.9978700876235962,6,0.9275639057159424,5,0.9895473718643188,3.6.5.2,1.0,3.6.5.2,small monomeric GTPase,
A0A2I2F2K6,4,0.981532633304596,2,0.9961286783218384,1,0.9865037202835084,4.2.1.94,1.0,4.2.1.94,scytalone dehydratase,"scytalone 7,8-hydro-lyase"
D5GSK5,4,0.5645523071289062,3,0.5173415541648865,0,0.6042612195014954,4.3.99.4,1.0,4.3.99.4,choline trimethylamine-lyase,cutC (gene name)
F1SVH1,5,0.9048006534576416,6,0.9940527081489564,2,0.8514372706413269,5.6.2.4,1.0,5.6.2.4,DNA 3'-5' helicase,uvrD (gene name); rep (gene name); RECQ (gene name); MER3 (gene name); Holliday junction DNA helicase
P0DW67,5,0.9981825351715088,6,0.9932190775871276,2,0.9279375076293944,5.6.2.1,1.0,5.6.2.1,DNA topoisomerase,type I DNA topoisomerase; untwisting enzyme; relaxing enzyme; nicking-closing enzyme; swivelase; omega-protein; deoxyribonucleate topoisomerase; topoisomerase
