Accession,Label,ECRECer_result,FEDKEA_result,DeepEC_result
B6KFA9,0,0,0,0
B6QK81,1,1,1,1
B7JA34,1,1,1,1
B7KMS4,1,0,0,0
B7NZQ2,0,0,0,0
B7NZS8,0,0,0,0
B7R4L8,1,1,1,1
B7Z0X7,0,0,0,0
B8A5W4,1,1,1,1
B8A5Y1,1,1,1,0
B8JI67,0,0,0,0
B8Y445,1,1,1,1
B9LS20,1,1,1,1
B9QMJ0,1,1,1,1
B9SIL7,1,1,1,1
B9SIM2,1,1,1,1
B9SIM3,1,1,1,1
B9ZUK6,1,1,1,1
C0H571,0,0,0,1
C0HM44,0,0,0,0
C0HM71,0,0,0,0
C0HM98,0,0,0,0
C0HMA1,0,0,0,0
C0HMB1,1,1,1,1
C0HMB2,1,1,1,1
C0PBF8,1,1,1,1
C4QXI8,1,0,1,1
C4QYG0,0,0,0,0
C4R3D4,1,0,1,1
C4R4G9,1,1,1,1
C4R6B0,1,1,1,1
C4R6C2,1,1,1,1
C4R6F0,0,0,0,0
C4R826,1,1,1,1
C5E4D9,1,0,1,1
C6KST8,0,0,0,0
C6KTD0,0,0,0,0
C6SZ50,1,1,1,1
C6TA59,1,1,1,1
C8V530,1,1,1,1
D0KZ82,1,0,0,1
D1FQ14,0,0,0,0
D2SNF7,1,0,1,1
D3ZX63,0,0,0,0
D6QY02,1,1,1,1
D6Y851,1,1,1,1
D7RJN6,1,1,1,1
D9XF46,1,1,1,1
E0D208,1,1,1,1
E0N688,1,1,1,1
E1CJK1,1,1,1,1
E1CJK2,1,1,1,0
E2ITZ3,0,0,0,0
E5Y8P8,1,1,1,1
E7GT89,1,1,1,1
E9E1W3,1,1,1,1
E9ECB5,1,1,1,1
E9EDR6,1,1,1,1
E9EE69,1,1,1,1
E9EFH8,1,1,1,1
E9EFJ0,1,0,1,1
E9Q3D4,1,1,1,1
E9QEA3,1,0,0,0
E9QHT9,0,0,0,0
F1MLX0,1,1,1,1
F1SVN3,1,1,1,1
F2Z4H3,0,0,0,0
F5GTK6,0,0,0,0
F6KSY1,0,0,0,0
F8AME3,1,0,0,1
F8D9F4,1,1,1,1
F8D9F5,1,1,1,1
F9X2Z5,1,0,0,1
F9XMT4,0,0,0,1
G0RY74,0,0,0,0
G0RYE9,0,0,0,0
G0RZB3,0,0,0,0
G0S2A3,0,0,0,0
G0S2K4,0,0,0,0
G0S8F9,0,0,0,0
G0SAN7,0,0,0,0
G0SE11,0,0,0,0
G1SE28,0,0,0,0
G1SE76,0,0,0,0
G1SFR8,0,0,0,0
G1SGX4,0,0,0,0
G1SHQ2,0,0,0,0
G1SIT5,0,0,0,0
G1SJB4,0,0,0,0
G1SKF7,0,0,0,0
G1SP51,0,0,0,0
G1SPK4,0,0,0,0
G1SS70,0,0,0,0
G1SVB0,0,0,0,0
G1SVW5,0,0,0,0
G1SWM1,0,0,0,0
G1SY53,0,0,0,0
G1SZ12,0,0,0,0
G1SZ47,0,0,0,0
G1T0C1,0,0,0,0
G1T168,0,0,0,0
G1T1F0,0,0,0,0
G1T8A2,0,0,0,0
G1TDL2,0,0,0,0
G1TFE8,0,0,0,0
G1TFM5,0,0,0,0
G1TG89,0,0,0,0
G1TIB4,0,0,0,0
G1TJW1,0,0,0,0
G1TK17,0,0,0,0
G1TL06,0,0,0,0
G1TM55,0,0,0,0
G1TM82,0,0,0,0
G1TN62,0,0,0,0
G1TPG3,0,0,0,0
G1TRM4,0,0,0,0
G1TU13,0,0,0,0
G1TUB8,0,0,0,0
G1TXG5,0,0,0,0
G1U0Q2,0,0,0,0
G1U7M4,0,0,0,0
G1X456,1,1,1,1
G1X9E2,0,0,0,0
G1XJN1,0,0,0,0
G1XJZ0,0,0,0,0
G2QA92,1,1,1,1
G2QCJ3,1,1,1,1
G2QNT0,1,1,1,1
G2QZK6,1,1,1,1
G2RB73,1,0,1,1
G2WS86,1,0,1,1
G2WY98,1,1,1,1
G2WYP9,1,1,1,1
G2X5A0,1,1,1,1
G2XEK6,1,1,1,1
G2XJ47,1,1,1,1
G3JF08,1,0,1,1
G3JF09,1,0,1,1
G3JF11,0,0,0,1
G3X9P6,0,0,0,0
G4MVT6,1,1,1,1
G4MZ21,1,1,1,0
G4N0X3,1,0,1,1
G4N0X4,1,0,0,1
G4N1B2,1,1,1,1
G4N553,1,1,1,1
G4N906,0,0,0,0
G4NIR3,1,1,1,1
G4YM00,1,1,1,1
G5ECE8,1,1,1,1
G5EDX4,0,0,0,0
G5EG61,1,1,1,1
G7LCC3,1,1,1,1
H0QPL9,1,1,1,1
H0QPM0,1,0,1,1
H0QPM1,1,0,0,0
H0QPM2,1,1,1,1
H1UVH3,0,0,0,0
H1VAN0,0,0,0,0
H1VPS8,0,0,0,0
H6C2T9,1,1,1,1
H6C4I7,1,1,1,1
H6CA42,1,1,1,1
H9C180,0,0,0,0
I1KR70,0,0,0,0
I1RE72,1,1,1,1
I1REU9,1,1,1,1
I1RLA7,1,1,1,1
I1RLL3,1,1,1,1
I1RPD9,1,1,1,1
I1S097,1,1,1,1
I3SPW2,1,0,1,0
I3SX86,0,0,0,0
I5AX49,1,0,0,1
I6XA42,1,1,1,1
I7M6D6,0,0,0,0
J3QK54,1,0,1,1
J4KNP2,1,1,1,1
J4UJF5,1,1,1,1
J4URT3,0,1,0,0
J4W6X9,1,1,1,1
J9HGJ1,0,0,0,0
J9PY59,1,1,1,1
J9VEN6,0,0,0,1
J9VG42,0,0,0,1
J9VGQ7,1,1,1,1
J9VH79,1,0,1,0
J9VIL4,0,0,0,0
J9VIY8,1,1,1,1
J9VL63,0,0,0,1
J9VPE7,1,1,1,1
J9VRT1,1,1,1,1
J9VS37,1,1,1,1
J9VVW8,1,1,1,1
J9VXS6,0,0,0,1
K1KYT0,1,0,1,0
K5BE02,1,1,1,0
K5BIS0,1,1,1,1
L0MZ46,0,0,0,0
M4MEY9,1,1,1,1
M4MGK7,1,1,1,1
M4MLB5,1,1,1,1
O05858,0,0,0,1
O06413,1,1,1,1
O23234,1,1,1,1
O24769,1,0,1,0
O24770,1,0,1,1
O25828,0,0,0,0
O41043,1,0,1,0
O41136,1,1,1,0
O51799,1,0,1,1
O53504,1,1,1,1
O56788,1,1,1,1
O61766,0,0,0,1
O76555,0,0,0,0
O76720,0,1,0,1
O83033,1,0,1,1
O93809,1,0,0,1
O96155,0,0,0,0
P0DO66,1,1,1,1
P0DO77,1,1,1,1
P0DO79,1,1,1,1
P0DO80,1,1,1,1
P0DO81,1,1,1,1
P0DO82,1,1,1,1
P0DO83,1,1,1,1
P0DO85,1,1,1,1
P0DO87,1,1,1,1
P0DO88,1,1,1,1
P0DO91,1,1,1,1
P0DRB0,0,0,0,0
P0DRC2,0,0,0,0
P0DRC4,0,0,0,0
P0DRC9,0,0,0,0
P0DW67,1,1,1,1
P0DW70,1,1,0,1
P0DX76,0,0,0,0
P0DX80,1,1,1,1
P0DX83,1,1,1,0
P0DX88,1,1,1,0
P0DX97,1,1,1,1
P0DXA4,0,0,0,0
P0DXA5,1,1,1,0
P0DXB0,1,1,1,1
P0DXB2,1,1,1,0
P0DXB8,1,0,1,1
P0DXC2,0,0,0,0
P0DXC4,1,1,1,1
P0DXD0,1,1,1,1
P0DXD6,1,1,1,1
P0DXE2,1,1,1,1
P0DXE4,1,1,1,1
P0DXE6,1,0,0,0
P0DXE7,1,1,1,1
P0DXE8,1,1,1,1
P0DXF4,0,0,0,0
P0DXF5,0,0,0,1
P0DXF6,1,0,0,0
P0DXX5,1,1,1,1
P0DXZ7,0,0,0,0
P71888,0,0,0,0
P77907,1,1,1,1
P91820,0,0,0,0
P9WEH1,1,1,1,1
P9WEH6,1,1,1,1
P9WEJ7,1,0,0,1
P9WEM2,0,0,0,0
P9WEM6,1,1,1,1
P9WEM7,1,1,1,1
Q06B72,0,0,0,0
Q06B74,0,0,0,0
Q06K77,1,1,1,1
Q08CE7,0,0,0,0
Q09164,1,1,1,1
Q0CPG9,1,1,1,1
Q0HWI9,1,1,1,1
Q0IF93,0,0,0,1
Q0ZQ41,1,1,1,1
Q10SS2,1,0,0,1
Q172F2,0,0,0,0
Q17F11,0,0,0,0
Q17NZ6,0,0,0,0
Q1CVJ3,0,1,1,1
Q1D2R5,0,0,0,0
Q1D3H2,0,0,0,0
Q1K4Q1,1,1,1,1
Q1NEI8,1,1,1,1
Q1PA41,0,0,0,1
Q20NS3,0,0,0,0
Q21351,0,0,0,0
Q24050,0,0,0,0
Q2U0G5,1,1,1,1
Q2U834,1,1,1,1
Q2U919,1,1,1,1
Q2UA85,1,1,0,1
Q2UF71,1,0,1,1
Q2UF72,1,0,1,1
Q2UGM5,1,1,1,1
Q2VG90,1,1,1,1
Q38DX5,0,0,0,1
Q39QF5,1,1,1,1
Q39QF7,1,1,1,1
Q39VG1,1,0,1,1
Q39VG2,1,0,1,0
Q3UT54,0,0,0,0
Q47593,1,1,1,1
Q4DUK7,1,1,1,0
Q4J834,1,1,1,0
Q4J8L0,1,1,1,1
Q4J9K6,0,0,0,0
Q4J9K9,0,0,0,0
Q4KL20,0,0,0,0
Q4QJ85,1,1,1,0
Q4W9W8,0,0,0,0
Q4WBH9,1,1,1,1
Q4WSZ0,1,1,1,1
Q4WW97,0,0,0,0
Q4X066,1,1,1,1
Q4ZD58,1,1,1,1
Q50KZ9,0,0,0,0
Q54XE5,1,0,1,1
Q57ZB2,0,0,0,0
Q57ZC7,1,1,1,1
Q5ABS1,0,0,0,0
Q5AMH1,0,0,0,0
Q5AQA6,1,1,1,1
Q5AZ52,1,1,1,1
Q5B027,1,0,0,1
Q5B428,0,0,0,1
Q5B467,1,1,1,1
Q5B6H0,1,1,1,1
Q5B8T4,1,0,1,1
Q5BAP2,1,0,1,0
Q5BEI9,1,1,1,1
Q5I0F6,0,0,0,0
Q5K9E2,1,1,1,0
Q5KIM6,1,0,1,1
Q5KTI5,1,1,1,1
Q5MIX2,1,1,1,1
Q5MIZ0,0,0,0,1
Q5SC50,1,1,1,1
Q5SC53,0,0,0,0
Q5U4H9,0,0,0,0
Q5U922,1,1,1,1
Q5WPS9,1,1,1,0
Q5WPU9,0,0,0,1
Q5WPZ4,0,0,0,0
Q5XTQ4,1,1,1,1
Q66KP0,1,1,1,1
Q6DDS9,1,1,1,0
Q6DG81,0,0,0,0
Q6LXQ1,1,1,1,1
Q6UAV6,1,1,1,0
Q6ZXT4,0,0,0,0
Q700M0,0,0,0,0
Q70FC9,1,1,1,1
Q71RT3,1,1,1,1
Q72K04,1,1,1,1
Q74M79,1,0,1,1
Q74MA4,1,1,1,1
Q75II4,1,0,1,0
Q77M19,0,0,0,0
Q77M42,0,0,0,0
Q77WJ4,1,1,0,0
Q77WP1,1,0,1,0
Q79EF1,1,1,1,1
Q7A2C5,0,0,0,0
Q7JWP6,0,0,0,0
Q7LYX0,1,1,0,1
Q7PQD1,0,0,1,1
Q7PUJ5,0,0,0,0
Q7Q3J5,0,0,0,0
Q7Q3R9,0,0,0,0
Q7Q5R9,0,0,0,0
Q7RR38,0,0,0,0
Q7RWN7,1,0,1,1
Q7SHD9,1,1,1,1
Q7SXI1,0,0,0,0
Q7YUD6,0,0,0,1
Q802X2,0,0,0,0
Q82ZM8,1,1,1,1
Q83XP3,1,1,1,1
Q86ZE3,1,0,1,1
Q8H1E5,0,0,0,0
Q8H305,1,1,1,1
Q8I3M7,0,0,0,0
Q8I4Z1,0,0,0,1
Q8I5E6,0,0,1,1
Q8I762,0,0,0,1
Q8IBI5,1,1,1,1
Q8IBN8,1,1,1,1
Q8IDN4,0,0,0,0
Q8IIR7,0,0,0,0
Q8IIW9,0,0,0,0
Q8IJK4,1,0,1,0
Q8IKI3,0,0,1,0
Q8IPZ3,1,0,0,0
Q8NQU4,1,0,1,1
Q8PZ03,1,1,1,1
Q8RI81,1,1,1,1
Q8RQU9,1,1,1,1
Q8RQV0,1,1,1,1
Q8SCY7,1,0,0,1
Q8SDS7,1,1,1,1
Q8T8S1,0,0,0,0
Q8U3G4,1,1,1,1
Q8WPC2,0,0,0,0
Q8ZM00,0,0,0,1
Q8ZR43,0,0,0,0
Q92NF6,1,1,1,1
Q92ZP9,1,1,1,1
Q93TM1,1,1,1,1
Q95NY5,0,0,0,0
Q95V94,0,0,0,0
Q95WY7,0,0,0,0
Q970I1,1,0,1,1
Q971U1,1,1,1,1
Q97U12,1,1,1,1
Q980C5,1,1,1,1
Q98459,0,0,0,0
Q99QC1,1,1,1,1
Q9BL47,0,0,0,1
Q9C7W0,0,0,0,0
Q9D350,0,0,0,0
Q9DBK7,1,0,1,1
Q9DQA5,0,0,0,0
Q9GTP5,0,0,0,0
Q9GTP7,1,1,1,0
Q9HYK7,1,1,1,1
Q9I2E9,0,0,0,0
Q9I2F0,0,0,0,0
Q9I2F1,1,0,1,0
Q9I2F2,0,0,0,0
Q9I6G4,0,0,0,0
Q9I6H1,0,0,0,0
Q9KJF4,1,0,1,1
Q9KU93,1,1,1,0
Q9KZP3,1,1,1,1
Q9L2J6,1,1,1,1
Q9L391,1,1,1,1
Q9L393,1,1,1,0
Q9LIF4,1,1,1,1
Q9LJH2,1,1,1,0
Q9LKZ2,1,1,1,1
Q9LVM3,0,1,0,0
Q9V3Y0,0,0,0,0
Q9VBC4,0,0,0,0
Q9VC94,0,0,0,1
Q9VDE8,0,0,0,0
Q9VHK6,0,0,0,1
Q9VLK8,0,0,0,0
Q9VQ29,1,1,1,1
Q9VYV9,0,0,0,0
Q9VZL5,0,0,0,0
Q9W380,0,0,0,0
Q9X7P6,1,1,1,1
Q9XDP2,1,1,1,1
Q9XZ48,1,0,1,1
Q9ZIH2,0,0,0,0
Q9ZIT6,1,1,1,1
S7Q0E7,1,1,1,1
S7QP81,1,1,1,1
S7RK00,1,1,1,1
S7RK07,1,1,1,1
S8EXD2,0,0,0,0
S8EXU2,1,0,1,0
S8GBB9,0,0,0,0
U3KPD5,0,0,0,0
V4HM83,1,1,1,1
V5IRP6,0,0,1,1
V5NZC3,1,1,1,1
V5TDY7,1,1,1,1
V9TNS0,1,1,1,1
V9TS54,1,1,1,1
W4KMP1,1,1,1,1
W6HZ31,0,0,0,0
W7JUX6,0,0,0,0
W7KGE5,0,0,0,0
W7LFX0,0,0,0,1
A0A059U8Y9,0,0,0,0
A0A059XKS9,0,0,0,0
A0A060SMC0,1,0,1,1
A0A060SRI5,1,0,1,1
A0A067DDU9,1,1,1,1
A0A067DE75,1,1,1,1
A0A067DFU5,1,1,1,0
A0A067DKP1,1,1,1,1
A0A067DT54,1,1,1,1
A0A067E1K2,1,1,1,1
A0A067E3D8,1,0,1,1
A0A067ECN5,1,1,1,1
A0A067EES0,1,1,1,1
A0A067ELB0,1,1,1,1
A0A067ETA8,1,1,1,0
A0A067F4I6,1,1,1,1
A0A067FI21,1,1,1,1
A0A067FT93,1,1,1,1
A0A067GFT7,1,1,1,1
A0A077Y877,0,0,0,1
A0A087WNH4,0,0,0,0
A0A089LCJ8,1,1,1,1
A0A089LI24,1,1,1,1
A0A090CRQ9,0,0,0,0
A0A0A2ILW0,0,1,1,0
A0A0A2IRW3,0,0,0,1
A0A0A2J621,0,0,0,0
A0A0A2J9B0,1,1,1,1
A0A0A2JAR6,0,0,0,0
A0A0A2JB06,0,0,0,1
A0A0A2JFC6,0,0,1,1
A0A0A2JH00,0,0,0,0
A0A0A2JQ23,0,1,1,1
A0A0A2JT36,0,0,0,1
A0A0A2JVC2,0,1,0,0
A0A0A2JVV3,1,0,1,1
A0A0A2JY92,0,0,0,1
A0A0A2KDU4,0,0,0,0
A0A0A8X338,1,0,0,1
A0A0A8X5N4,1,0,0,1
A0A0C1BUW8,1,1,1,1
A0A0C1BUX3,1,1,1,1
A0A0C1C2W0,1,1,1,1
A0A0C1E1C6,1,1,1,1
A0A0C1E1D0,1,1,1,1
A0A0C1E5A5,1,1,1,1
A0A0C1EFC5,1,1,1,1
A0A0D1CHL0,1,0,0,0
A0A0D1E4Y8,0,0,0,0
A0A0D2H023,1,1,1,1
A0A0D5YKF0,0,0,0,1
A0A0D5YL73,0,0,0,1
A0A0E3Z9M4,1,1,1,1
A0A0F6B281,1,1,1,1
A0A0F7TWX5,1,1,1,1
A0A0F7TZ11,1,1,1,1
A0A0F7U0K0,1,1,1,1
A0A0F7VN41,1,1,1,1
A0A0F8XYN9,1,0,1,1
A0A0G2EAR7,1,1,1,1
A0A0H3GJQ8,0,0,0,0
A0A0H3GN27,1,1,1,1
A0A0H3GPK2,0,0,0,0
A0A0H3H138,0,0,0,0
A0A0J9XBC9,1,1,1,1
A0A0K0VEZ4,1,1,1,0
A0A0K0VF36,1,0,1,1
A0A0K8RJ89,0,0,0,1
A0A0K8RJV9,0,0,0,1
A0A0L1JEZ9,1,1,1,1
A0A0L1JF11,1,1,1,1
A0A0L1JF88,1,1,1,1
A0A0L1JG62,1,1,1,1
A0A0M2H929,1,0,0,0
A0A0N7FMT9,0,0,0,0
A0A0N7KBN8,0,0,0,0
A0A0N9LWM6,0,0,0,0
A0A0P0UTQ7,0,0,0,0
A0A0Q3NN41,1,1,1,1
A0A0R4J5R0,1,1,1,1
A0A0S2CGD3,1,1,1,1
A0A0U2JT37,1,1,1,1
A0A0U3AP28,1,1,1,1
A0A0W0FPC8,0,1,1,1
A0A125YY03,0,0,0,1
A0A146B130,0,0,0,0
A0A182GD79,0,0,0,0
A0A182GL09,0,0,0,1
A0A1B7XV12,0,0,0,0
A0A1C8HPQ3,0,0,0,0
A0A1C9ZMC3,1,1,1,1
A0A1D0BRB0,0,0,0,0
A0A1D0BZF5,0,0,0,0
A0A1D8PCD3,0,0,0,0
A0A1D8PDP8,0,0,0,1
A0A1D8PGB8,0,0,0,0
A0A1D8PJT8,0,0,0,0
A0A1D8PMB8,1,1,1,1
A0A1E3M8P2,1,1,1,1
A0A1E5S1A9,1,1,1,1
A0A1G9UQQ0,1,1,1,1
A0A1G9VRW7,1,1,1,1
A0A1H1XG33,1,1,1,1
A0A1H1YBL2,1,1,1,1
A0A1I1NU27,1,1,0,0
A0A1I1P074,1,0,0,1
A0A1I1P2K9,0,0,0,0
A0A1L7VEP9,0,0,0,0
A0A1L7VEQ6,1,1,1,1
A0A1L7VEQ8,1,1,1,1
A0A1L7VET6,1,1,1,0
A0A1L7VI12,1,0,1,0
A0A1L8GWK2,0,0,0,0
A0A1L8H0H2,0,0,0,0
A0A1L9WQK0,0,0,0,1
A0A1L9WQK2,1,1,1,1
A0A1P8CWZ3,0,0,0,1
A0A1P8VF85,1,1,1,0
A0A1P8VF93,1,1,1,1
A0A1P8VFM2,1,1,1,1
A0A1P8VFN0,1,1,1,1
A0A1P8VFQ8,0,0,0,0
A0A1Q1NL17,0,0,0,0
A0A1R4LHW6,0,1,1,1
A0A1S4F550,0,0,0,0
A0A1S4GYH9,0,0,0,0
A0A1S4GYJ6,0,0,0,1
A0A1S4HDQ2,0,0,0,0
A0A1V0QSF8,1,1,1,1
A0A1V0QSG1,1,1,1,1
A0A1V0QSG9,0,1,1,1
A0A1V0QSH1,1,1,1,1
A0A1X7S690,0,0,0,1
A0A1X7TVA9,1,1,0,1
A0A1Y9G8D0,0,0,0,0
A0A218MJF1,1,1,1,1
A0A223GB52,1,1,1,1
A0A223HDH4,1,1,1,1
A0A223HDI2,0,0,0,0
A0A223HDI5,1,1,1,1
A0A261GVB1,1,1,1,1
A0A2B4RNI3,1,0,1,1
A0A2B4RP11,1,0,1,0
A0A2B4SII1,0,0,0,0
A0A2B4SJA1,0,0,1,0
A0A2B4SJD2,0,0,0,0
A0A2B4SJZ1,0,0,0,0
A0A2B7YD52,1,1,1,1
A0A2B7YDW3,1,1,1,1
A0A2B7YEF7,1,1,1,1
A0A2B7YEY0,1,1,1,1
A0A2B7YFS5,1,1,1,1
A0A2H0ZCS5,0,0,0,1
A0A2H0ZJA8,0,0,0,0
A0A2H0ZNJ6,0,0,0,1
A0A2H3EDS0,1,1,1,0
A0A2I0BSI4,0,0,0,1
A0A2I0BTS3,0,0,0,1
A0A2I1CSG7,1,1,1,1
A0A2I1CSH4,1,1,1,1
A0A2I1CSH5,1,0,1,1
A0A2I1CSH6,1,1,1,0
A0A2I1CSH9,1,1,1,0
A0A2I2F2J4,1,1,1,1
A0A2I2F2J6,1,0,1,0
A0A2I2F2J7,1,1,1,0
A0A2I2F2K6,1,1,1,1
A0A2I2F2K7,1,1,1,1
A0A2I2F2K8,1,0,1,1
A0A2I2F2L0,1,1,1,1
A0A2I2F2M2,1,1,1,1
A0A2I2F2M7,1,0,1,1
A0A2I2F2Q7,1,1,1,1
A0A2J6RX17,1,1,1,1
A0A2K3D1C8,1,1,1,1
A0A2K8FTN3,1,1,1,0
A0A2K8JW87,0,0,0,0
A0A2R2Z552,0,1,0,0
A0A2R8YED5,0,0,0,0
A0A2T1AE85,1,1,1,1
A0A2Z1U8L7,0,0,0,1
A0A2Z1UAF5,1,0,1,1
A0A2Z2U4G9,0,0,0,0
A0A2Z5U367,1,1,1,1
A0A2Z5U368,1,1,1,1
A0A2Z5UFJ1,1,1,1,1
A0A346CIB0,0,0,0,0
A0A346CIB2,0,0,0,0
A0A346RP51,1,1,1,1
A0A364KRL8,1,1,1,1
A0A384E138,1,0,1,1
A0A384E139,0,0,0,0
A0A384E143,1,0,0,1
A0A384J8V9,1,1,1,1
A0A384JDH0,1,1,1,0
A0A384JJE6,1,0,1,0
A0A384JLD1,1,1,1,1
A0A384JTK5,1,1,1,1
A0A384JXL6,1,1,1,1
A0A384JZ02,1,0,1,0
A0A384K4U6,1,0,1,1
A0A385XI11,1,1,1,1
A0A385XI13,1,1,1,1
A0A385XIL0,0,0,0,0
A0A397HK53,1,1,1,1
A0A397HQ89,1,1,1,1
A0A397HQN2,1,1,1,1
A0A397HSG2,1,1,1,1
A0A3G2S8R6,1,1,1,1
A0A3M6TIF0,1,0,1,0
A0A3Q7EKL1,0,0,0,0
A0A3T0ZHJ0,1,1,1,1
A0A3T0ZHK6,1,1,1,1
A0A3T0ZHK9,1,1,1,0
A0A3T0ZHL2,1,1,1,1
A0A3T0ZHL4,1,1,1,0
A0A443I7W9,1,1,1,1
A0A455ZIK8,1,1,1,1
A0A455ZKR7,1,1,1,0
A0A455ZM03,1,1,1,0
A0A455ZMR3,1,1,1,1
A0A478EC03,1,1,1,1
A0A478ECY3,1,1,1,1
A0A4D6G3C8,1,1,1,1
A0A4P8PKE4,1,1,1,1
A0A4Y5L9K3,1,1,1,1
A0A4Y5QVX6,1,1,1,1
A0A4Y5QWA6,1,1,1,1
A0A4Y5QWK5,1,1,1,1
A0A509AC44,0,1,1,0
A0A509AER3,0,0,0,0
A0A509AFM3,0,0,0,1
A0A509AKQ7,0,0,0,0
A0A509AKT6,0,0,0,0
A0A509AKZ5,0,0,0,0
A0A509AM18,0,0,0,0
A0A509AMM2,0,0,0,0
A0A509AN56,1,0,0,1
A0A509ANY8,0,0,0,0
A0A509AQJ1,0,0,0,0
A0A509AVL8,0,0,1,1
A0A516F3Z6,1,1,1,1
A0A516F401,1,0,1,1
A0A516F405,1,1,1,1
A0A516F409,1,1,1,0
A0A516F413,1,0,1,1
A0A5B8NBE6,1,1,1,1
A0A5B8NBK9,1,1,1,1
A0A5B8NBN0,1,1,1,1
A0A5B8ND22,1,1,1,1
A0A5B8ND26,1,1,1,1
A0A5B8NEF2,1,1,1,1
A0A5B9GBF0,1,1,1,1
A0A5C1IY53,0,0,1,1
A0A5J6BJN5,1,1,1,1
A0A5J6BJP2,1,1,1,1
A0A5J6BJQ5,1,1,1,1
A0A5J6BJT0,1,0,1,1
A0A5J6BJT1,1,1,1,0
A0A5K1K8Y8,0,0,0,0
A0A5N6UNY1,1,1,1,1
A0A5N6UUF2,1,1,1,1
A0A5N6UWA3,1,1,1,1
A0A5N6V3W5,1,0,1,1
A0A6H0YV38,1,1,1,1
A0A6I8RMG7,1,0,1,1
A0A6M3Z4D9,0,0,0,0
A0A6M3Z4L2,0,0,0,0
A0A6M3Z4R1,0,0,0,0
A0A6M3Z4R4,0,0,0,0
A0A6M3Z541,0,0,0,0
A0A6M3Z9I6,0,0,0,0
A0A6P2DXK2,1,1,1,0
A0A7G9U7M0,1,1,1,1
A0A7H0XJI9,1,1,1,1
A0A7H8R162,1,0,1,1
A0A7J6EK66,1,1,1,1
A0A7J6G7L9,1,1,1,1
A0A7J6H013,1,1,1,1
A0A7J6HK32,1,1,1,1
A0A7J6JXE5,0,0,0,0
A0A7J6K452,0,0,0,0
A0A7J6KBZ0,0,1,1,1
A0A7M6W5F9,0,0,0,0
A0A7M6W880,0,0,0,0
A0A7T9QPT0,1,1,1,1
A0A7U2QXY7,0,0,0,0
A0A803NI27,1,1,1,1
A0A803PDZ0,1,1,1,1
A0A823A1C6,1,1,1,1
A0A823A819,1,1,1,1
A0A823AAW6,1,1,1,1
A0A823AE30,1,1,1,1
A0A831A9C9,1,1,1,1
A0A8B6XWW9,1,0,1,1
A0A8B8BQ58,1,1,1,1
A0A8D5M3V0,1,1,1,1
A0A8D5M692,1,1,1,1
A0A8D5M6H6,1,1,1,1
A0A8D5M7V9,1,1,1,0
A0A8D5M8I1,1,1,1,1
A0A8D5RWG4,1,1,1,0
A0A8D5RY40,1,1,1,1
A0A8D5RZ52,1,1,1,1
A0A8F5CBH1,0,0,0,0
A0A8H5Z7T4,1,1,1,1
A0A8H5Z7W4,1,1,1,1
A0A8I5ZM56,0,0,0,0
A0A8I6ASZ5,0,0,0,0
A0A8R9YZM7,1,1,1,0
A0A8R9Z3C6,1,0,1,1
A0A8R9Z5V5,1,1,1,1
A0A8U0LTF0,0,0,0,1
A0A8U0LTY4,0,0,0,0
A0A8U0WQ84,0,0,0,0
A0A8U1C100,0,0,0,1
A0A8W7Q4I4,0,0,0,0
A0A903V9Z8,0,0,0,0
A0A913XCT1,1,0,1,1
A0A976SLN7,0,0,0,0
A0A976XJR9,0,0,0,0
A0A977JPB5,1,1,1,1
A0A9P4XUZ4,1,1,1,1
A0A9P4XV22,0,0,0,0
A0A9P4XWM4,0,0,1,0
A0A9P5CQV5,1,1,1,1
A0A9P5CTI1,1,1,1,1
A0A9P5GH02,1,1,1,1
A0A9Y1LLN2,1,1,1,1
A0A9Y1LNE1,1,1,1,1
A0A9Y1LQX3,1,1,1,1
A0A9Y1YY28,0,0,1,0
A0AAN4PB13,1,1,1,1
A0QTR3,0,0,0,1
A0QX71,0,0,0,1
A0R2N2,0,0,0,1
A0RXV0,1,0,1,0
A2IA89,0,1,1,0
A2IAD2,0,0,0,0
A2QQU4,1,1,1,1
A2QQU5,1,1,1,1
A2QQU8,0,0,0,0
A2QQU9,1,1,1,1
A2QU15,1,1,1,1
A2YLQ6,1,1,1,1
A3C5V6,1,1,1,1
A3K1H1,1,1,1,1
A3SLS0,1,1,1,1
A4XXY8,1,1,1,1
A5HUP6,0,0,0,0
A5VL09,1,1,1,1
A5W4A3,0,0,0,0
A6L081,1,1,1,1
A6TGW7,0,0,0,0
A6YPK1,0,0,0,0
A7BJ45,0,0,0,0
A7BJ46,0,0,0,0
A7GKX6,1,1,1,1
A7HU24,1,1,1,1
A8B5V9,0,0,0,0
A8B9P2,0,0,0,0
A8BIQ0,0,0,0,0
A8PUY3,1,1,1,1
A8PUY7,1,1,1,1
A8PX55,1,0,1,0
A8QB34,1,1,1,1
A8QCV4,1,1,1,1
A8QCV7,1,1,1,1
A9BQY3,1,1,1,1
A9CIN5,0,0,0,1
A9CJL2,1,1,1,1
A9CKL2,1,1,1,1
A9CKL3,0,0,0,0
A9CKL4,0,0,0,1
A9ES55,1,1,1,1
A9FRJ0,1,1,1,1
B0R034,0,0,0,1
B0WQ10,1,1,1,0
B0WSV2,0,0,0,0
B0X6Z1,0,0,0,0
B0XWK5,1,1,1,1
B0XWK6,0,0,0,0
